label,article
<IR>,"Earl: Men don't cry
Jaquon: I cry all the time; it's healthy
Earl: Well, REAL men don't cry.
Jaquon: Earl, you should invest in some therapy.
Earl: Los hombres no lloran
Jaquon: lloro todo el tiempo; Es saludable
Earl: Bueno, los hombres REALES no lloran.
Jaquon: Earl, deberías invertir en terapia."
<IR>,"I hold a doctorate in theology, have written 12 books, and personally met the Pope.  Therefore, when I say that Jesus’ favorite snack was raisins dipped in wine, you should believe me."
<IR>,"Fish are the easiest pets to keep; they are inexpensive and require no maintenance at all. Plus, they are really pretty and soothing to watch."
<FU>,", or a group of people think, in order to persuade one to think the same way."
<RR>,Repeating the same thing as if you’re proving something
<IR>,"I really deserve an “A” on this paper, professor.  Not only did I study during my grandmother’s funeral, but I also passed up the heart transplant surgery, even though that was the first matching donor in 3 years."
<IR>,"Billy - ""An apple is a vegetable.""  
Bobby - ""Don't listen to Billy; he failed Spanish class last year. """
<WCB>,You know Jane Fonda’s exercise video’s must be worth the money. Look at the great shape she’s in.
<RR>,"“I know that what I experience is real because I can see, hear, smell, touch and taste everything.”"
<IR>,If you buy the Disney annual pass you will save money when visiting the happiest place on Earth!
<G>,"Donald Trump Jr. Tweeted:
If I had a bowl of skittles and I told you just three would kill you. Would you take a handful? That's our Syrian refugee problem.
"
<G>,"Laura is the class president. She believes that the class should sponsor a dance as a fundraiser. Then she learns that a group of girls that she doesn't like also support the idea of a dance as a fundraiser. So, Laura changes her mind and decides that the class should plan a race instead."
<IR>,a lifelong Republican who was against Obamacare until it saved his life.
<FE>,You can go to bed in 5 minutes or you can go to bed in ten minutes. What's your choice?
<IR>,"I know you don't like the kitty-cat sweater that Grandma knitted for you, but she worked so hard on it and it will make her happy to see you wear it in the family holiday photo."
<IR>,"(1) William Dembski argues that modern biology supports the idea that there is an intelligent designer who created life.
(2) Dembski would say that because he’s religious.
Therefore:
(3) Modern biology doesn’t support intelligent design"
<WCB>,"Every time that rooster crows, the sun comes up. The rooster must control the sun."
<FU>,“Gay marriages are just immoral. 70% of Americans think so!”
<G>,If we get rid of assault weapons for citizens then we will also soon lose freedom of speech and all freedoms as other countries rush in to conquer us (if the zombies don’t exterminate us first!)
<IR>,A commercial featuring starving children in Africa asking for donations to help provide food and clean water to those in need.
<IR>,One day robots will enslave us all. It's true. My computer science teacher says so.
<IR>,I believe in God because no one can prove that a god doesn't exist.
<G>,This guy in my class with glasses always talks in class so all guys with glasses are talkative.
<IR>,"""If you don't buy the warranty for your chromebook, you could find yourself without one for the rest of the schoolyear and having to pay thousands of dollars in expensive repairs"" IS an example of this fallacy."
<IR>,All people from Pinole are liars
<FE>,Purchase our product or no one is going to think you’re attractive.
<G>,"If we ban Hummers because they are bad for the environment, eventually the government will ban all cars, so we should not ban Hummers."
<IR>,"David is so wrong about Luna's work ethic. David is just an egotistical jerk with a God complex, what does he know?"
<IR>,"""Russia has a terrible human rights record.""
""Well, the United States has done plenty of bad things, but we aren't a bad country, so Russia isn't, either."" -the President when confronted about Russia's human rights abuses."
<IR>,This dress code is so bad I feel like I'm in prison.
<RR>,The witchcraft problem is the most urgent spiritual crisis in the world today. Why? Because witches threaten our very souls.
<WCB>,"Because the last words spoken by either the pilot or co-pilot were ""Good night, Malaysia Three-Seven-Zero,"" the pilot fell asleep and accidentally crashed the plane into the ocean."
<FU>,"I am voting for Smith for President. My whole family is Democrat, so I'll be voting that way, too."
<IR>,"Luke didn't want to eat his vegetables, but his father told him to think about the poor, starving children in a third world country who don't have anything to eat."
<WCB>,"There are more laws on the books than ever before, and more crimes are being committed than ever before. Therefore, to reduce crime, we must eliminate the laws."
<IR>,"""We must legalize weed, it is tearing families apart."" Response: ""But look at all those druggies getting arrested, they are obviously criminals."""
<RR>,Sleeping until noon is the worst thing to do because it is bad to sleep late.
<IR>,"I ask all employees to vote for my chosen candidate in the upcoming elections. If the other candidate wins, he will raise taxes and many of you will lose your jobs."
<FE>,"Either we go to war, or we appear weak"
<G>,"""I think that the use of marijuana as a medical treatment shouldn't even be considered. If we make drugs legal in a few cases, then we might eventually have to completely legalize them - which is even crazier than Proposition 215. If we want to help people out by letting them do illegal things, then let's just get rid of all our laws."""
<IR>,This fallacy is a distraction from the argument typically with some sentiment that seems to be relevant but isn’t really on-topic.
<IR>,"I saw Ashton Kutcher in a commercial for male skin care. He's looking good for his age, so I'm willing to try the product. He must know what he's talking about."
<FU>,America has to act now to reduce illegal immigration. Recent studies show that the vast majority of Americans think that illegal immigration is a problem.
<IR>,"Mining may destroy the environment, but how about the people whose jobs will be affected? Should we ban it?"
<IR>,The sinister fisherman's suspicious smile frightened the innocent children
<G>,"My roommate said her philosophy class was difficult, and the one I’m in is difficult, too. All philosophy classes must be hard."
<FU>,If you were a true American you would support the rights of people to choose whatever vehicle they want.
<IR>,"Helga: You should not be eating that... it has been scientifically proven that eating fat burgers are no good for your health.
Hugh: You eat fat burgers all the time so that can’t be true."
<IR>,“How can you argue your case for vegetarianism when you are enjoying your steak?”
<RR>,President Reagan was a great communicator because he had the knack of talking effectively to the people.
<IR>,A commercial about abandoned animals needing a shelter of a forever home. They ask for a small donation to help these struggling animals.
<IR>,"I think that we should reject what Father Jones has to say about the ethical issues of abortion because he is a Catholic priest. After all, Father Jones is required to hold such views"
<G>,"If you break your diet and have one cookie tonight, you will just want to eat 10 cookies tomorrow, and before you know it, you will have gained back the 15 pounds you lost."
<G>,"Two of my best friends are really introverted, shy people, and they both have cats. That leads to me believe that most cat lovers are really shy."
<IR>,"Charlie: Fast food is filled with salt, fat, and added sugars.  We need better regulation of the industry.
Bob: That may be, but you're sure a hypocrite!  I saw you devour a Triple-Baconator, super-sized fries, and 64 ounces of soda yesterday."
<G>,"Hydrogen is not wet.  Oxygen is not wet.  Therefore, water (H2O) is not wet.Example #3:
Your brain is made of molecules.  Molecules are not the source of consciousness.  Therefore, your brain cannot be the source of consciousness.
"
<RR>," Circular definition: a definition that is circular.
"
<IR>,"Mom: ""Did you finish your homework?"" Son: ""Hey, did I tell you that I got an A on my physics test today!"""
<IR>,"Aristotle thought women were inferior to men. Aristotle is one of the smartest men who ever lived, so he must be right about this."
<IR>,"A Congressman calls a Whitehouse Spokesperson a ""giant idiot"""
<IR>,There is a lot of commotion regarding saving the environment. We cannot make this world an Eden. What will happen if it does become Eden? Adam and Eve got bored there!
<IR>,I cannot listen to anyone who does not share my social and political values.
<IR>,"One pill is good, two will be better"
<IR>,Have you stopped cheating on tests?  To answer yes means you cheated before. To answer no means you continue to cheat.
<RR>,Free trade will be good for this country. The reason is patently clear. Isn't it obvious that unrestricted commercial relations will bestow on all sections of this nation the benefits which result when there is an unimpeded flow of goods between countries?
<IR>,Why did you steal my keys?
<FE>,"If you are not with us, you are against us."
<G>,"""We can't allow students to be paid for their grade because next thing you know they'll expect to be paid just for waking up in the morning."""
<IR>,"I believe that when we die, we are all given new, young, perfect bodies, and we spend eternity with those whom we love. I can’t imagine the point of life if it all just ends when we die!"
<G>,"Fred, the Australian, stole my wallet. Thus, all Australians are thieves."
<G>,French people are great at kissing.  Julie is French.  Get me a date!
<IR>,"Your friend says, ""You can't prove that space aliens don't exist, so they must be real"". This is an example of which logical fallacy?"
<G>,"If we let the government implant tracking devices in criminals, it's not going to stop there! They're going to want to track school children and eventually everyone!"
<IR>,A persuasive technique meant to influence a person’s emotions.
<RR>,"After years of ignoring God, people have a hard time realizing what is right and what is wrong, what is good and what is bad."
<IR>,"The shopping is a red herring, since the original issue was
video games. 
"
<IR>,My teacher always brings up stuff about Women's Rights. She only cares about it because she is a woman. The stats she shows us are probably bias.
<IR>,"""The university committee for student discipline investigated all engineering tests for the past five years, and they found no evidence of cheating. We thus declare that no cheating has taken place during those five years."""
<G>,"Lindsay's mom is concerned when she finds out that Lindsay skipped class one day. She tells Lindsay that she will now start skipping more frequently. Then she will drop out altogether, never graduate or get into college, and end up unemployed and living at home for the rest of her life.
What type of fallacy has Lindsay's mom committed?"
<WCB>,Suggesting that John F. Kennedy won the presidency over Richard Nixon exclusively because of the debate on TV
<G>,Science fiction books are not worth the time it takes to read them.
<IR>,"""You haven't held a steady job since 1992. Worse than that, we couldn't find a single employer who'd provide you with a good reference."""
<IR>,"Barbara believes the marketing agency's office is haunted. The cleaning crew once said they heard a other-worldly noise late at night. Since no one could prove that it wasn't a ghost, the office must be haunted."
<IR>,"Speaker 1: I really think we need to do something about the rising levels of poverty and homelessness in our country.
Speaker 2: Why are you worried about poverty? Look how many children we abort every day."
<WCB>,Families communicate less and less in the past forty years since feminism became mainstream. Feminism is to blame for this deterioration in the family.
<G>,"""The two courses I took at UWI were not very interesting. I don't think its a good university."""
<WCB>,I failed Pre-Cal because my teacher doesn’t like me.
<IR>,What’s the point of living?  We’re all going to die anyway.
<G>,"Victor, the company you work for just filed for bankruptcy! How can I trust you with our money?"
<IR>,"Wilma: You cheated on your income tax. Don't you realize that's wrong
Walter: Hey, wait a minute. You cheated on your income tax last year. Or have you forgotten about that?"
<FE>,"Autumn is trying to raise money for her university's library. In her address to the board of trustees, she says, ""We must raise tuition to cover the cost of new books. Otherwise the library will be forced to close.""

Of what fallacy is this an example?"
<IR>,"A: The Government should enact minimum-wage legislation so that workers are not exploited.
B: Nonsense. You say that only because you cannot find a good job."
<WCB>,"You got a cold two nights ago but last night you stayed up really late and now you are no longer sick, so it must be because you stayed up really late last night. What fallacy is being committed?"
<IR>,"According to Freud, your belief in God stems from your need for a strong father figure. So don’t you see that it’s silly to continue believing in God?"
<FU>,"""Everyone should like coffee: 95% of teachers do!"""
<WCB>,1. “Michael Jordan wore his UNC shorts during every game he played in the NBA and he won 6 championships.”
<IR>,"""Beware of appeals made only to your feelings and not to your logic."""
<IR>,"Ladies and gentlemen of the jury, look at the bloody clothes, the murder weapon. Imagine the helpless screams of the victim. Such a crime deserves no verdict except guilty, guilty!"
<G>,"If we put limits on the right to bear arms, soon all of our Constitutionally-given  rights will be taken away."
<G>,"My father smoked four packs of cigarettes a day since age fourteen and lived until age sixty-nine.  Therefore, smoking really can’t be that bad for you."
<RR>,Smoking pot is against the law because it's wrong; I know it's wrong because it is against the law.
<RR>,"""The Philippines is in poverty because of poor people."""
<WCB>," 
The presence of police at protests cause an escalation of violence. It was the case that at the protest last night attended by uniformed police, there was an escalation of violence. Therefore, police should not be at protests."
<IR>,"When Donald Trump called Hillary Clinton “Killary” to discredit her and her reputation as a presidential candidate, he committed which logical fallacy?"
<DEP>,"Whatever happens by chance should be punished, because whatever happens by chance is a departure from law and all departures from law should be punished.

Identify the logical fallacy commited in this argument."
<RR>,"Everything I say is true. This is true because I said it, and everything I say is true."
<IR>,Students never used to have cell phones so they don't need them now.
<RR>,The news is fake because so much of the news is fake.
<G>,"We can’t freeze the academic year because then students won’t graduate on time. Next thing you know most people will be unemployed and will resort to crime. The crime rate will skyrocket and society will collapse.
No podemos congelar el año académico porque entonces los estudiantes no se graduarán a tiempo. Lo siguiente que sabes es que la mayoría de la gente estará desempleada y recurrirá al crimen. La tasa de criminalidad se disparará y la sociedad colapsará."
<FU>,"Now that the Chiefs are going to the Super Bowl, everybody is suddenly a fan."
<FU>,I guess I should buy my 12-year-old daughter an iPhone. Everyone at her new school has one and I want her to fit in with the other kids.
<IR>,Did the pollution you caused increase or decrease your profits?
<G>,"The students in my sixth-grade class listen to a lot of reggaeton music. I usually hear reggaeton when they have their headphones or earphones on while working on NoRedInk. All sixth graders must listen to reggaeton.

What type of faulty reasoning is being used?"
<FE>,You either support Hillary Clinton for President or you don’t believe in women’s rights.
<IR>,Have you stopped beating your wife?
<IR>,"""You're a Westener and you're an idiot."""
<IR>,"company's slogan ""Eat Fresh."""
<DEP>,"All living beings come from other living beings.  Therefore, the first forms of life must have come from a living being.  That living being is God."
<G>,"Even without watching the movie, I just know that it would not be as good as the book."
<FE>,", when in fact more possibilities exist."
<G>,"Pastor Pete: People are turning to God everywhere!  9 out of 10 people I interviewed said that they had a personal relationship with Jesus Christ.
Fred: Where did you find these people you interviewed?
Pastor Pete: In my church.
"
<FE>,"You need to go to the party with me, otherwise you’ll just be bored at home."
<G>,"Jeff is preparing to create a commercial for a new energy drink. He visits a local high school and surveys students in an English class about their beverage preferences. The majority of the class says they prefer grape flavored drinks, so Jeff tells his superiors that grape is the flavor favored most by high school students. What error in reasoning has Jeff made?http://www.funtrivia.com"
<RR>,John Green is a wonderful writer because he writes so well.
<FE>,Love America or leave it.
<RR>,marijuana shouldn’t be legalized because it wasn’t socially acceptable.
<G>,All robin have red breasts
<FU>,"“Don’t worry about eating fast food. After all, millions of Americans eat it every day.”"
<G>,"If the government allows psychologists to prescribe medications there will be no basis to block them from obtaining competence and legal authority to conduct other traditionally medical procedures such as diagnosing minor skin irritations, treating a sprained ankle, setting a broken bone, and performing neurosurgery."" Or: ""Never reduce a fee for any patient for any reason or else you'll find yourself constantly reducing fees for everyone, everyone will take advantage of you, your patients will lose respect for you and for therapy, and you'll loose money and go bankrupt."
<IR>,We can't believe what he says out of that ugly mouth of his.
<IR>,You should give me a promotion. I have a lot of debt and am behind on my rent.
<G>,"Don't ever steal! Once you start, you won't be able to stop, and you'll end up bankrupt."
<IR>,"Saying that you support a specific candidate for class president, only because he has recently been diagnosed with cancer is an example of which fallacy?"
<G>,"Four out of five dentists recommend Happy Glossy Smiley toothpaste brand.  Therefore, it must be great."
<G>,"Daniel was a precocious child and had a liking for logic. He reasoned that atoms are invisible, and that he was made of atoms and therefore invisible too. Unfortunately, despite his thinky skills, he lost the game of hide and go seek."
<IR>,Labor unions in America are just as bad as Russia under Stalin!
<IR>,The Volkswagen Beetle is an evil car because it was originally designed by Hitler's army.
<DEP>,“I don’t understand why you’re saying I broke a promise. I said I’d never speak again to my ex-girlfriend. And I didn’t. I just sent her a quick text.”
<IR>,"John: Members of the UbaTuba White Men's Club are upstanding citizens of the community.
Marvin: Then why are there so many of these members in jail?
John: They were never true UbaTuba White Men's Club members.
Marvin: What’s a true UbaTuba White Men's Club member?
John: Those who don't go to jail.
"
<FU>,Everyone is doing the Low-Carb Diet.
<RR>,"I must be telling the truth, since I’m not lying."
<IR>,"You said that because an authority thinks something, it must therefore be true."
<G>,"If we teach anton how to drive the car, he’ll want to learn how to fly helicopters next!"
<IR>,"When President Kennedy said that research for space travel could help children with eye defects, he is making what kind of appeal?"
<G>,"My father smoked four packs of cigarettes a day since age fourteen and lived until age sixty-nine. Therefore, smoking really can’t be that bad for you."
<G>,"A study was done recently showing that church attendance was positively correlated with marriage longevity, that is, those couples who attended church together more often were more likely to stay married. This really should not be a surprise considering the general view of divorce within religion. What this does not mean is that any given couple who does not attend church is more likely to get divorced than any given couple that does attend church."
<RR>,"""She is the best candidate for president because she is better than the other candidates!"""
<IR>,You should certainly be the one who washes the dishes -- you are just so good at it!
<G>,"If we legalize pot, the next thing you know people will want to legalize meth and heroin."
<G>,"Allowing overnight guests in the dorm rooms will lead to nothing but trouble: promiscuity, teen pregnancy, and eventually, a bunch of unwed mothers on campus, trying to complete their degrees while raising a child."
<G>,"James, the company you work for just filed for bankruptcy! How can I trust you with our money?"
<IR>,"Senator Jones supports a strong national defense, and he wants your vote. I would never vote for a coward like him."
<G>,"If we control Covid-19 with measures that are too draconian, we could wind up with a government that regularly clamps down on its citizens, with bar codes on wrists and cameras in your houses that watch you all the time."
<IR>,"Ms. Drayer, the smartest person in the universe, says the debate is the best class, therefore it is."
<RR>,“Harold’s new book is well-written because Harold is a wonderful writer.”
<IR>,"""There I was in the midst of thousands, and yet a perfect stranger; without home and without friends, in the midst of thousands of my own brethren—children of a common Father, and yet I dared not to unfold to any one of them my sad condition."" Check each literary term found in this quote:"
<FU>,use of people's desire to be part of the group to convince them
<IR>,"Bill says Jenny would make a good class president, but Bill makes bad grades, so we shouldn’t vote for Jenny."
<FE>,Pay taxes or go to jail
<IR>,"Tony wants us to believe that the origin of life was an “accident”.  Tony is a godless SOB who has spent more time in jail than in church, so the only information we should consider from him is the best way to make license plates."
<FU>,40 million people can't be wrong! Buy the new Iphone XIV today!
<G>,"""Avoid Latam Airlines. Their planes are always late"" is what kind of fallacy?"
<RR>,A is true because A is true.
<G>,Parents today would rather their kids suppress their identity rather than just be who they are even if it doesn't go with the norm.
<IR>,"I hope I presented my argument clearly.  Now, my opponent will attempt to refute my argument by his own fallacious, incoherent, illogical version of history."
<WCB>,"Last year, the city of Brookfield allocated more money to public parks. This year, however, littering increased, so the increase in park funding must have been responsible."
<IR>,There is definitely a link between dementia and drinking energy drinks. I read about it on Wikipedia.
<IR>,This technique using vague positive words that actually hold little meaning.
<G>,"But you have to let me go to the party! If I don't go to the party, I'll be a loser with no friends. Next thing you know, I'll end up alone and jobless, living in your basement when I'm 30!"
<IR>,"""Don't listen to Mr. Fingers when he says walk in the hallways. How can you trust someone who wears bow ties?"""
<G>,"The meteorologist predicted the wrong amount of rain for May. Obviously, the meteorologist is unreliable."
<G>,"Pol Pot, the Cambodian Maoist revolutionary, was against religion, and he was a very bad man.  Frankie is against religion; therefore, Frankie also must be a very bad man."
<IR>,"involves acceptance or rejection of concepts based on their source, not their merit"
<IR>,How many school shootings should we tolerate before we change the gun laws?
<IR>,"The uncommunicative strangers seemed unwilling to speak to us, hiding behind the language barrier."
<IR>,Beyond Meat burgers are healthy for us because they do not have any meat in them.
<RR>,Circular reasoning occurs when someone makes an argument in which both the premises and the conclusion have to rely on the truthfulness of the other.
<IR>,It takes faith to believe in God just like it takes faith to believe in the Easter Bunny -- but at least the Easter Bunny is based on a creature that actually exists!
<WCB>,"Global chocolate consumption is highest in Switzerland, yet people there are among the trimmest in the industrialized world. Therefore, it's reasonable to conclude that chocolate helps keep your weight down."
<FU>,Children should not listen to rap music. Everyone knows that.
<IR>,"Bill: ""I think that some people have psychic powers."" 
Jill: ""What is your proof?"" 
Bill: ""No one has been able to prove that people do not have psychic powers."""
<FU>,"Most people believe in ghosts, so ghosts are real."
<FU>,We now produce the best program in existence; four thousand businesses subscribe to our program.
<RR>,The word of Zorbo the Great is flawless and perfect. We know this because it says so in The Great and Infallible Book of Zorbo's Best and Most Truest Things that are Definitely True and Should Not Ever Be Questioned.
<G>,Running the government is like running a business. You can’t keep running into debt and expect to be successful.
<WCB>,"During the early 2000s, the search for a cause of autism led to vaccines, though no scientific link has been found between the administration of vaccines and the onset of autism. The time that children are vaccinated and the time they're diagnosed do closely correlate, however, leading upset parents to assign blame to the immunizations, for lack of a better explanation."
<IR>,Maria drives a car. She must be wealthy.
<IR>,A smoke screen to cover the truth; a clue that is misleading or distracting.
<IR>,"Dr. X is an engineer, and he doesn’t believe in global warming."
<G>,"""Some tall people recently vandalized the park. Tall people are so irresponsible."""
<IR>,"Christina's shoes are superior, because they're made from one hundred percent snakeskin, not synthetic materials."
<G>,"Today late for ten minutes, tomorrow late for an hour, and then someday you will simply cease to show up."
<RR>,"Free speech is good not just for the individual, but for all of society. After all, it's in the interest of the community that everyone should be at liberty to express his or her beliefs."
<IR>,"Child: This fish tastes funny. I don’t want to eat this.
Parent: There are children starving in Africa. Eat your dinner."
<IR>,"Don't listen to her even though she's a doctor. She isn't a good person, so her opinion is invalid."
<RR>,We know God exists because he made everything
<IR>,"""If you believe that I am wrong, prove to me that I am."""
